,miou_model1,miou_model2,img_names
389,0.7476824305735711,0.743855533539513,im_rsat2_ar_20130614223435_00105110_l_1344_672_192.tif
390,0.4940049924508288,0.494222006382199,im_rsat2_ar_20130614223435_00105110_l_1344_768_192.tif
391,0.7642715185400557,0.7659668886882348,im_rsat2_ar_20130614223435_00105110_l_1440_1056_192.tif
392,0.7306260508097104,0.7415085670803085,im_rsat2_ar_20130614223435_00105110_l_1440_1152_192.tif
393,0.8740411975979234,0.8774946865140028,im_rsat2_ar_20130614223435_00105110_l_1440_1248_192.tif
394,0.684135130306264,0.6880645578875576,im_rsat2_ar_20130614223435_00105110_l_1440_1344_192.tif
395,0.8186275174185017,0.8158122343646923,im_rsat2_ar_20130614223435_00105110_l_1440_1440_192.tif
396,0.8808177016822665,0.8912320163736884,im_rsat2_ar_20130614223435_00105110_l_1440_1536_192.tif
397,0.563530735561785,0.5617185138549448,im_rsat2_ar_20130614223435_00105110_l_1440_1632_192.tif
398,0.4980604418646116,0.4981146954374512,im_rsat2_ar_20130614223435_00105110_l_1440_1728_192.tif
399,0.7243487384352205,0.8598617655961608,im_rsat2_ar_20130614223435_00105110_l_1440_1824_192.tif
400,0.49575466739617036,0.4963378924769512,im_rsat2_ar_20130614223435_00105110_l_1440_1920_192.tif
401,0.5996604433811525,0.6002755140370613,im_rsat2_ar_20130614223435_00105110_l_1440_288_192.tif
402,0.5279545623874291,0.5262602687089399,im_rsat2_ar_20130614223435_00105110_l_1440_384_192.tif
403,0.5080042413153754,0.5055030225976848,im_rsat2_ar_20130614223435_00105110_l_1440_480_192.tif
404,0.5711592163901087,0.569918907425129,im_rsat2_ar_20130614223435_00105110_l_1440_576_192.tif
405,0.7154639516126062,0.713765676325336,im_rsat2_ar_20130614223435_00105110_l_1440_672_192.tif
406,0.8928224615181637,0.8962253897746499,im_rsat2_ar_20130614223435_00105110_l_1440_960_192.tif
407,0.7134380227307281,0.7113456323125871,im_rsat2_ar_20130614223435_00105110_l_1536_1056_192.tif
408,0.7619838256122722,0.7629378051166429,im_rsat2_ar_20130614223435_00105110_l_1536_1152_192.tif
409,0.7758446331274208,0.7803178834930475,im_rsat2_ar_20130614223435_00105110_l_1536_1248_192.tif
410,0.6752865863607362,0.6759218277010729,im_rsat2_ar_20130614223435_00105110_l_1536_1344_192.tif
411,0.7475637974909244,0.7473185211274926,im_rsat2_ar_20130614223435_00105110_l_1536_1440_192.tif
412,0.8177789897807521,0.8183887342472406,im_rsat2_ar_20130614223435_00105110_l_1536_1536_192.tif
413,0.7148111823504397,0.7118495683017151,im_rsat2_ar_20130614223435_00105110_l_1536_1632_192.tif
414,0.4966227233622904,0.49693468103191696,im_rsat2_ar_20130614223435_00105110_l_1536_1728_192.tif
415,0.7127216599396693,0.8205937632353628,im_rsat2_ar_20130614223435_00105110_l_1536_1824_192.tif
416,0.4941406261575663,0.4947781045974541,im_rsat2_ar_20130614223435_00105110_l_1536_1920_192.tif
417,0.8475047162557932,0.848767788578116,im_rsat2_ar_20130614223435_00105110_l_1536_192_192.tif
418,0.6530811629700972,0.6524373473239353,im_rsat2_ar_20130614223435_00105110_l_1536_288_192.tif
419,0.651744013941956,0.645010777571214,im_rsat2_ar_20130614223435_00105110_l_1536_384_192.tif
420,0.5775379113641159,0.5755208934178622,im_rsat2_ar_20130614223435_00105110_l_1536_480_192.tif
421,0.6386396582747635,0.6368501271959407,im_rsat2_ar_20130614223435_00105110_l_1536_576_192.tif
422,0.7000523726225961,0.6969731937443481,im_rsat2_ar_20130614223435_00105110_l_1536_672_192.tif
423,0.6811054237101383,0.6768028985622375,im_rsat2_ar_20130614223435_00105110_l_1536_960_192.tif
424,0.7317450954682889,0.73175100244019,im_rsat2_ar_20130614223435_00105110_l_1632_1056_192.tif
425,0.6428999145898225,0.6419587793563741,im_rsat2_ar_20130614223435_00105110_l_1632_1152_192.tif
426,0.7356108465874571,0.7307765134554924,im_rsat2_ar_20130614223435_00105110_l_1632_1248_192.tif
427,0.6759059488204264,0.6732509860965508,im_rsat2_ar_20130614223435_00105110_l_1632_1344_192.tif
428,0.7411587387384664,0.741414029175647,im_rsat2_ar_20130614223435_00105110_l_1632_1440_192.tif
429,0.862356968881954,0.8599561732437433,im_rsat2_ar_20130614223435_00105110_l_1632_1536_192.tif
430,0.5958637364998154,0.5998135942456054,im_rsat2_ar_20130614223435_00105110_l_1632_1632_192.tif
431,0.49042426286125285,0.49051920644473146,im_rsat2_ar_20130614223435_00105110_l_1632_1728_192.tif
432,0.9397469663826374,0.9406884434689669,im_rsat2_ar_20130614223435_00105110_l_1632_192_192.tif
433,0.8562850449050886,0.8566406064183785,im_rsat2_ar_20130614223435_00105110_l_1632_288_192.tif
434,0.6691348609897857,0.664824831234696,im_rsat2_ar_20130614223435_00105110_l_1632_384_192.tif
435,0.7086787530708195,0.7079962186773205,im_rsat2_ar_20130614223435_00105110_l_1632_480_192.tif
436,0.6088822274179547,0.607076142509124,im_rsat2_ar_20130614223435_00105110_l_1632_576_192.tif
437,0.7138094769565997,0.7119526954606624,im_rsat2_ar_20130614223435_00105110_l_1632_672_192.tif
438,0.492350261303399,0.4930419931623476,im_rsat2_ar_20130614223435_00105110_l_1632_864_192.tif
439,0.7436398501618171,0.7528018407193944,im_rsat2_ar_20130614223435_00105110_l_1632_960_192.tif
440,0.7136388287415619,0.7151364713517662,im_rsat2_ar_20130614223435_00105110_l_1728_1056_192.tif
441,0.635356269162486,0.6356326923983839,im_rsat2_ar_20130614223435_00105110_l_1728_1152_192.tif
442,0.7486580406920311,0.748508335013347,im_rsat2_ar_20130614223435_00105110_l_1728_1248_192.tif
443,0.7456856499277904,0.7429502624283848,im_rsat2_ar_20130614223435_00105110_l_1728_1344_192.tif
444,0.7366993152115104,0.7359956789633766,im_rsat2_ar_20130614223435_00105110_l_1728_1440_192.tif
445,0.6971481690357926,0.6883102100470164,im_rsat2_ar_20130614223435_00105110_l_1728_1536_192.tif
446,0.7803100233237761,0.7828256876120419,im_rsat2_ar_20130614223435_00105110_l_1728_192_192.tif
447,0.7157753449269384,0.7129007957833968,im_rsat2_ar_20130614223435_00105110_l_1728_288_192.tif
448,0.769939808885971,0.7684022151288121,im_rsat2_ar_20130614223435_00105110_l_1728_384_192.tif
449,0.7348213272664089,0.7361315180956565,im_rsat2_ar_20130614223435_00105110_l_1728_480_192.tif
450,0.5547092449002559,0.5517002299566809,im_rsat2_ar_20130614223435_00105110_l_1728_576_192.tif
451,0.5583596807183193,0.5573245425945825,im_rsat2_ar_20130614223435_00105110_l_1728_672_192.tif
452,0.6121416896895318,0.6108214401040126,im_rsat2_ar_20130614223435_00105110_l_1728_864_192.tif
453,0.6461292506704159,0.6478949063962878,im_rsat2_ar_20130614223435_00105110_l_1728_960_192.tif
454,0.5758093291342495,0.5820459279908796,im_rsat2_ar_20130614223435_00105110_l_1824_1056_192.tif
455,0.57846130265819,0.5788246906006589,im_rsat2_ar_20130614223435_00105110_l_1824_288_192.tif
456,0.7303532669244335,0.7266269620417917,im_rsat2_ar_20130614223435_00105110_l_1824_384_192.tif
457,0.7240597847728674,0.7171139150362897,im_rsat2_ar_20130614223435_00105110_l_1824_480_192.tif
458,0.6851131968636047,0.6838624826292231,im_rsat2_ar_20130614223435_00105110_l_1824_576_192.tif
459,0.6328919167261955,0.6262925125916359,im_rsat2_ar_20130614223435_00105110_l_1824_672_192.tif
460,0.5788773312498472,0.5825140110254814,im_rsat2_ar_20130614223435_00105110_l_1824_768_192.tif
461,0.6588047417152441,0.6687771724167328,im_rsat2_ar_20130614223435_00105110_l_1824_864_192.tif
462,0.6753743426934525,0.6735711361442769,im_rsat2_ar_20130614223435_00105110_l_1824_960_192.tif
463,0.4471028647129734,0.4472384983938548,im_rsat2_ar_20130614223435_00105110_l_1920_288_192.tif
464,0.5769278170644463,0.569501711909243,im_rsat2_ar_20130614223435_00105110_l_1920_384_192.tif
465,0.5908968385959507,0.5915595063798714,im_rsat2_ar_20130614223435_00105110_l_1920_480_192.tif
